Name,Platform
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA
The King of Route 66,PS2
Sherlock Holmes: Crimes & Punishments,X360
Bubble Bobble also featuring Rainbow Islands,PS
Intellivision Lives!,GC
Star Wars Knights of the Old Republic II: The Sith Lords,PC
Panzer Tactics,DS
Pro Yaky? Spirits 2013,PSV
Robotica,SAT
Deathrow: Underground Team Combat,XB
Land of the Dead: Road to Fiddler's Green,XB
R-Types,PS
Star Fighter,PS
Kuukan * Zukei: Hirameki Training - KuuTore,DS
Osu! Tatakae! Ouendan,DS
Dissidia: Final Fantasy Universal Tuning,PSP
Game Center CX: 3-Choume no Arino,3DS
Age of Empires Online,PC
Alien Syndrome,Wii
Meitantei Conan: Aoki Houseki no Rinbukyoku,DS
The Legend of Heroes: Trails in the Sky Second Chapter,PSP
Challenge Me: Brain Puzzles,DS
Legend of Kay,DS
Mystic Heroes,PS2
From The Abyss,DS
The Amazing Spider-Man 2 (2014),3DS
Tron 2.0: Killer App,GBA
Samurai Shodown Anthology,Wii
Mega Minis Volume 3,PSP
Jurassic Park III: Park Builder,GBA
Mario vs. Donkey Kong: Tipping Stars,3DS
Unchained Blades,PSP
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP
Di-Gata Defenders,DS
Star Trek: Tactical Assault,DS
Code Geass: Hangyaku no Lelouch - Lost Colors,PS2
Warhammer: Battle For Atluma,PSP
Sudoku Ball Detective,DS
LEGO Bionicle,GBA
Power Shovel,PS
Blur,PC
Generator Rex: Agent of Providence,X360
A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES
Spy Games: Elevator Mission,Wii
Strike Force Bowling,GC
Song of the Deep,PS4
Earth Defense Force 2017 Portable,PSV
Atelier Iris 2: The Azoth Of Destiny,PS2
There,PS
Atari's Greatest Hits: Volume 2,DS
Chuck E. Cheese's Playhouse,DS
Tokimeki no Houkago,PS
Championship Surfer,PS
Unreal Tournament III,PC
Monster Garage,XB
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU
The Next BIG Thing,PC
Tecmo Classic Arcade,XB
2 Games in 1: Sonic Pinball Party & Columns Crown,GBA
Valentino Rossi: The Game,PS4
Monkey Island: Special Edition Collection,X360
Mad Maestro!,PS2
A-Train: City Simulator,3DS
Densha De Go! 3 Tsuukinhen,PS2
Biker Mice From Mars,PS2
Call of Duty 2,PC
Paws & Claws: Pampered Pets 2,DS
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP
SpongeBob SquarePants: Plankton's Robotic Revenge,3DS
Pro Evolution Soccer 2017,PS3
Giants: Citizen Kabuto,PS2
Steins;Gate,X360
A New Beginning,PC
MotoGP 10/11,X360
Alone in the Dark,PS2
Guilty Gear XX Accent Core Plus,PS2
Muppets Party Cruise,PS2
Higurashi Daybreak Portable,PSP
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS
Shonen Jump's One Piece: Grand Battle,GC
Barbie Horse Adventures: Wild Horse Rescue,XB
Winx Club: Quest for the Codex,DS
Blast Lacrosse,PS
Devil's Third,WiiU
DreamWorks Super Star Kartz,X360
Arkanoid DS,DS
Kikou Heidan J-Phoenix,PS2
Backyard NFL Football '10,PS2
Barbie and Her Sisters Puppy Rescue,Wii
Zero Escape: Zero Time Dilemma,3DS
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA
Bubble Bobble: Old & New,GBA
Puzzler Collection,Wii
Naruto Shippuden: Gekito Ninja Taisen! Special,Wii
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3
Akai Katana Shin,X360
Kekkon: Marriage,SAT
Terraria,PS4
Nicola Kanshuu: Model * Oshare Audition 2,3DS
KimiKiss,PS2
Cold Fear,XB
World Cup of Pool,DS
Chevrolet Camaro: Wild Ride,Wii
Imagine: Cheerleader,DS
Risen 3: Titan Lords,PS4
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP
Busy Scissors,DS
Zero Escape: Zero Time Dilemma,PSV
Shining Force Feather,DS
S.T.A.L.K.E.R.: Call of Pripyat,PC
Champion Jockey: G1 Jockey & Gallop Racer,X360
Disney's Kim Possible: Global Gemini,DS
Big Bang Mini,DS
Cocoto Kart Racer,Wii
Mobile Suit Gundam 00: Gundam Meisters,PS2
Call of Cthulhu: Dark Corners of the Earth,XB
The Great Escape,XB
Coded Arms: Contagion,PSP
X-Men: Destiny,DS
Metal Gear Solid: Social Ops,PS2
Minna no DS Seminar: Kanpeki Eitango Ryoku,DS
Kurupoto Cool Cool Stars,DS
The Witcher,PC
PenPen TriIceLon,DC
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS
Grey's Anatomy: The Video Game,Wii
Salt Lake 2002,GBA
Dreamer Series: Zoo Keeper,DS
Warriors of the Lost Empire,PSP
Vexx,GC
Crazy Chicken Tales,Wii
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP
Batman: Rise of Sin Tzu,GC
Sacred 2: Fallen Angel,PC
Winter Sports 2: The Next Challenge,DS
Dead Rising 2: Off the Record,PC
World Series of Poker 2008: Battle for the Bracelets,DS
Playmobil Knights,DS
Disney Sports Skateboarding,GC
DropCast,DS
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3DS
Inversion,X360
Summon Night 2,DS
Chou Soujuu Mecha MG,DS
Odin Sphere: Leifthrasir,PS3
Pro Evolution Soccer 2012,PS2
Terminator 3: The Redemption,XB
Alvin and the Chipmunks,Wii
EverQuest II: Destiny of Velious,PC
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP
Neon Genesis Evangelion,N64
Serious Sam II,XB
Remember Me,PC
ICO,PS3
Flipnic: Ultimate Pinball,PS2
Eigo de Tabisuru: Little Charo,DS
NBA Hangtime,PS
Cabela's Big Game Hunter (2008),X360
My Fitness Coach: Club,Wii
D.C. II P.S.: Da Capo II Plus Situation,PS2
Top Gear Hyper-Bike,N64
Brunswick Circuit Pro Bowling,N64
Olympic Hockey 98,N64
CyberTiger,N64
Penny Racers,N64
S.C.A.R.S,N64
Virtual Chess 64,N64
Marvel Super Heroes,SAT
Mike Piazza's Strike Zone,N64
Bust-A-Move '99,N64
Star Soldier: Vanishing Earth,N64
Polaris SnoCross,N64
Worms Blast,GC
Prinny: Can I Really Be The Hero? (US sales),PSP
The Legend of Heroes VII: The Trail of Blue,PSV
BlazBlue: Chrono Phantasma Extend,XOne
Smile PreCure! Let's Go! Marchen World,3DS
IHRA Professional Drag Racing 2005,XB
Tokyo Xtreme Racer Advance,GBA
Destiny: The Collection,PS4
Gun Showdown,PSP
Showtime Championship Boxing,DS
Syndicate,PC
Digimon All-Star Rumble,X360
Foster's Home for Imaginary Friends: Imagination Invaders,DS
I Love Beauty: Hollywood Makeover,DS
Power Pro Success Legends,PSP
Combat Elite: WWII Paratroopers,PS2
Rock Blast,DS
Pheasants Forever Wingshooter,Wii
Ivy the Kiwi?,Wii
Killer Loop,PS
Cabela's Dangerous Hunts: Ultimate Challenge,PSP
Xiaolin Showdown,PSP
Worldwide Soccer,SAT
Toriko: Gourmet Battle!,3DS
Need for Speed: Shift,PC
Zoo Tycoon: Complete Collection,PC
Little League World Series Baseball 2008,DS
Commandos: Strike Force,PS2
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2
Darksiders II,XOne
Rapala Pro Fishing,GBA
Create,PC
Guilty Gear X: Advance Edition,GBA
Impossible Mission,PSP
Zoo Tycoon 2,PC
Fate/Tiger Colosseum Upper,PSP
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS
Rooms: The Main Building,Wii
Theresia...,DS
Pop Cutie! Street Fashion Simulation,DS
Top Gun: Hard Lock,X360
JoJo's Bizarre Adventure: All Star Battle,3DS
Carol Vorderman's Sudoku,PSP
Ford Racing 3,GBA
Genkai Tokki: Moero Crystal,PSV
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2
Disney Planes Fire & Rescue,Wii
Attack on Titan (KOEI),PS3
Satisfashion,DS
World Soccer Winning Eleven 9 (US sales),PSP
Winning Post 4 Maximum,PS2
Oddworld: Munch's Oddysee,GBA
Match 3 Madness,DS
Exhibition Volume 5,XB
Record of Lodoss War: Eiyuu Sensou,SCD
DuckTales: Remastered,WiiU
LEGO Batman: The Videogame,PC
Atelier Sophie: The Alchemist of the Mysterious Book,PSV
Starry ? Sky: In Summer,PSP
Imagine: Resort Owner,DS
Pro Yakyuu Netsu Star 2007,PS2
Klonoa Beach Volleyball,PS
Melty Blood: Actress Again,PS2
TrackMania Turbo,XOne
Izuna 2: The Unemployed Ninja Returns,DS
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS
Centipede: Infestation,Wii
Mercury Meltdown,PSP
SingStar Mallorca Party,PS3
3D Lemmings,PS
Hi Hi Puffy AmiYumi: Kaznapped,GBA
FIFA Soccer 07,DS
Resident Evil - Code: Veronica X,GC
Broken Sword: The Shadow of the Templars,GBA
Back to the Future: The Game,Wii
Summon Night 6: Lost Borders,PSV
Tenchi Muyou! Ryoukouki Gokuraku,SAT
Kelly Slater's Pro Surfer,GC
Jacqueline Wilson's Tracy Beaker: The Game,DS
Sacred 3,X360
I Am In The Movie,PSP
Doraemon: Nobita no Uchuu Eiyuuki,3DS
Trapt,PS2
Jewel Legends: Tree of Life,DS
Splat Renegade Paintball,XB
Zendoku,DS
Metal Max 4: Gekkou no Diva,3DS
Jumper: Griffin's Story,X360
Worms 3D,XB
pro evolution soccer 2011,PC
Crazy Chicken: Pharaoh's Treasure,DS
Arcana Heart 3,PSV
Magi: Aratanaru Sekai,3DS
PoPoLoCrois,PSP
Mahouka Koukou no Rettousei: Out of Order,PSV
Dragon Rage,PS2
Lord of Magna: Maiden Heaven,3DS
Dig Dug: Digging Strike,DS
Dance Sensation!,Wii
Brave: A Warrior's Tale,Wii
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS
Raw Danger! (JP sales),PS2
Archer Maclean Presents: Pool Paradise,PS2
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS
Winx Club: Mission Enchantix,DS
Petz Bunnyz Bunch,DS
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC
Backyard Skateboarding 2006,GBA
Tron 2.0: Killer App,XB
Steins;Gate: Hiyoku Renri no Darling,PSP
Captain America: Super Soldier,Wii
Gegege no Kitarou: Youkai Daigekisen,DS
Emblem of Gundam,DS
The Fast and the Furious,PS2
Gem Smashers,Wii
Super Robot Wars OG: The Moon Dwellers,PS3
G-Police: Weapons of Justice,PS
Killing Zone,PS
All Kamen Rider: Rider Generation 2,PSP
Policenauts,3DO
Adventures of Lolo,NES
Quiz! Hexagon II,DS
Game of Thrones (Telltale),PS3
Call of Duty: The War Collection,X360
Warriors Orochi 2,X360
The History Channel: Battle for the Pacific,X360
Racing Gears Advance,GBA
Jewel Master: Cradle of Persia,DS
Project Setsuna,PS4
Syphon Filter: Logan's Shadow,PS2
NTRA Breeders' Cup World Thoroughbred Championships,XB
Tiger Woods PGA Tour 08,DS
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2
Tanjou S Debut,SAT
Nendoroid Generation,PSP
Brave: A Warrior's Tale,X360
Pop'n TwinBee: Rainbow Bell Adventure,SNES
Honeycomb Beat,DS
Broken Helix,PS
The Saboteur,PC
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS
Myst III: Exile,XB
Warriors: Legends of Troy,X360
Hajime no Ippo Portable: Victorious Spirits,PSP
Nanostray,DS
CMT Presents: Karaoke Revolution Country,PS2
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS
Vitamin X to Z,PSP
Fatal Frame,XB
Flip's Twisted World,Wii
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2
Urban Chaos: Riot Response,PS2
Generation of Chaos,PSP
Teenage Mutant Ninja Turtles II: Back from the Sewers,GB
Gormiti: The Lords of Nature!,DS
The Sims 2: University,PC
Pucca Power Up,DS
Resident Evil 2,GC
MLB Power Pros 2008,DS
Real Soccer 2009,DS
World Championship Athletics,Wii
The Amazing Spider-Man 2 (2014),WiiU
Yomawari,PSV
Real Bout Garou Densetsu Special: Dominated Mind,PS
Jumble Madness,DS
Vampire Rain: Altered Species,PS3
Sumikko Gurashi: Mura o Tsukurundesu,3DS
Harry Potter and the Sorcerer's Stone,PC
Minna no Sukkiri,PSP
Scurge: Hive,DS
Catwoman,XB
Murdered: Soul Suspect,PC
Romance of the Three Kingdoms 13,PS4
Noddy in Toyland,DS
Aquarium by DS,DS
Utawarerumono: Itsuwari no Kamen,PS4
Ride to Hell,X360
Burning Rangers,SAT
Mana Khemia: Alchemists of Al-Revis,PS2
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS
Interplay Sports Baseball 2000,PS
Zone of the Enders: The Fist of Mars,GBA
Animorphs: Shattered Reality,PS
Teenage Mutant Ninja Turtles: Tournament Fighters,SNES
Eikan wa Kimini 2002: Koshien no Kodou,PS2
PopStar Guitar,Wii
Mirror's Edge,PC
Blade Dancer: Lineage of Light,PSP
Terminator 3: Rise of the Machines,GBA
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,PSP
Mayhem 3D,PS3
G1 Jockey 2,PS2
Mobile Ops: The One Year War,X360
Constantine,XB
Chaos Rings III,PSV
Tom Clancy's Splinter Cell: Double Agent,GC
Senritsu no Stratus,PSP
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS
Rhapsody: A Musical Adventure,DS
Titan Quest,PC
Wantame Fortune Channel,DS
Evangelion: Jo,PSP
Bleach: Blade Battlers 2nd,PS2
Samurai Jack: The Shadow of Aku,PS2
Kamen Rider Kabuto,PS2
Men in Black The Series: Crashdown,PS
Zero Divide,PS
FIFA Street,GC
Tsugunai: Atonement,PS2
Rugby World Cup 2015,PS4
Lost Kingdoms II,GC
Aggressive Inline,GC
Nights of Azure,PS4
Dungeon Keeper 2,PC
Viewtiful Joe: Red Hot Rumble,GC
The Lord of the Rings: The Battle for Middle-Earth II,X360
Kaite Shabette Hajimeyou! Monster Farm DS,DS
Dungeon Explorer: Warriors of Ancient Arts,DS
Pro Yaky? Spirits 2012,PSV
Samurai Warriors 4: Empires,PS3
Point Blank DS (US sales),DS
FIFA Soccer 06,DS
SD Gundam G Generation Wars,Wii
Broken Sword II: The Smoking Mirror,PS
Pump It Up: Exceed,PS2
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP
Wreckless: ThE YaKuza MisSiOns,GC
Doki-Doki Universe,PSV
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2
TOCA Race Driver 2: Ultimate Racing Simulator,PS2
Girls RPG: Cinderellife,3DS
Dr. Muto,XB
Tom Clancy's Rainbow Six: Critical Hour,XB
Gothic 3,PC
Tokyo Twilight Ghost Hunters,PS3
Scrabble Blast!,GBA
Dino Pets,DS
Fate/Stay Night [Réalta Nua],PSV
The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS
Gintama no Sugoroku,PSP
Kid Fit Island Resort,Wii
The Lord of the Rings: Aragorn's Quest,PS2
Roogoo Twisted Towers,Wii
Doraemon 4: Nobita to Toki no Okoku,SNES
Myst,SAT
F1 2010,PC
Toaru Kagaku no Chou Denjihou,PSP
Starwinder: The Ultimate Space Race,PS
The Lost Chronicles of Zerzura,PC
Ski Region Simulator,PC
Angelique Trois,PS2
Dreamer Series: Babysitter,DS
Diva Girls: Divas on Ice,DS
Dance Dance Revolution: Mario Mix (JP sales),GC
A-Train 6,PS2
Meitantei Conan: Tantei Ryoku Trainer,DS
MotoGP,GBA
ESPN International Winter Sports 2002,PS2
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",DS
KimiKiss (ebKore+),PS2
Gold and Glory: The Road to El Dorado,PS
NBA Live 07,XB
Choro Q Marine: Q Boat,PS
GunPey,PSP
BattleBots: Beyond the BattleBox,GBA
MX vs. ATV Supercross Encore,PS4
Yuugen Gaisha Brave Company,3DS
Mighty Beanz: Pocket Puzzles,GBA
Ken to Mahou to Gakuen Mono. 3D,3DS
History Great Empires: Rome,DS
The King of Fighters '96,NG
Friends: The One with All the Trivia,PS2
Mame Goma 2: Uchi no Ko ga Ichiban!,DS
Backyard NFL Football '08,PS2
Coraline,Wii
Gunbird,SAT
Imagine: Party Planner,DS
Dream C Club Portable,PSP
Tom Clancy's Rainbow Six 3,GC
Elemental Gearbolt,PS
Space Chimps,DS
Tony Hawk's Pro Skater 5,PS3
WWF Wrestlemania: The Arcade Game,PS
Handball 16,PS4
Cabela's Big Game Hunter 2005 Adventures,GBA
Grand Kingdom,PS4
Mega Man 8 Anniversary Collector's Edition,SAT
V-Rally 3,PS2
Nobunaga no Yabou: Souzou,PS4
Whiplash,XB
GRID,DS
Pro Yakyuu Famista 2011,3DS
Impact Racing,PS
My Horse & Me: Riding for Gold,Wii
Sled Shred featuring the Jamaican Bobsled Team,Wii
Amazing Island,GC
SeaBlade,XB
Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC
Carmen Sandiego: The Secret of the Stolen Drums,PS2
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP
Activision Hits: Remixed,PSP
Death Jr. II: Root of Evil,PSP
Hail to the Chimp,X360
MotoGP 4 - Official Game of MotoGP,PS2
Legend of Kay,WiiU
Kyoukai Senjou no Horizon Portable,PSP
4 Elements,PC
Shining Force III: Scenario 2,SAT
Captain America: Super Soldier,DS
Airline Tycoon 2,PC
Worms World Party,GBA
Medabots: Metabee,GBA
Medal of Honor: Airborne,PC
NHL Legacy,X360
Final Fight: Streetwise,PS2
Speed Kings,XB
Drivers Ed Portable,DS
Rebelstar: Tactical Command,GBA
Kamen Rider: Battride War Genesis,PS4
IL-2 Sturmovik: Cliffs of Dover,PC
Gladiator: Sword of Vengeance,XB
Unsolved Crimes,DS
Minna to Kimi no Piramekino!,DS
Virtua Tennis 3,PSP
Bombastic,PS2
Xiaolin Showdown,DS
NHL Powerplay 98,PS
Olympic Soccer: Atlanta 1996,PS
Lernerfolg Vorschule: Capt'n Sharky,DS
Samurai Dou Portable,PSP
Princess on Ice,DS
Countdown: The Game,Wii
Phantasy Star Online Episode I & II Plus,GC
Samurai Warriors 4: Empires,PSV
DuckTales: Remastered,PS3
Front Mission 2089: Border of Madness,DS
Miracle Girls Festival,PSV
Dual Hearts,PS2
7 Wonders: Treasures of Seven,DS
NFL Quarterback Club 2002,GC
Saki: Zenkoku-hen,PSV
Mister Slime,DS
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV
"Murder, She Wrote",PC
Virtual Villagers: A New Home,DS
Wing Commander: Prophecy,GBA
Marc Ecko's Getting Up: Contents Under Pressure,PS2
Learn Science,DS
Sega Soccer Slam,XB
Hakuouki: Reimeiroku,PS2
Vertigo,Wii
Blood Omen 2,GC
NBA 2K17,X360
Shin Sangoku Musou 5 Empires,PSP
Front Mission Evolved,PC
Carve,XB
BlowOut,XB
McDROID,PSP
GachiTora! Abarenbou Kyoushi in High School,PSP
WTA Tour Tennis,PS2
Bottom of the 9th '99,PS
Dynasty Warriors 5,XB
Reader Rabbit 2nd Grade,Wii
Famicom Mini: Dig Dug,GBA
FIFA Soccer 2003,GBA
Naval Ops: Commander,PS2
Adventure Time: Finn & Jake Investigations,WiiU
Defendin' De Penguin,Wii
Bleach: Blade Battlers,PS2
Rez,PS2
Goosebumps: The Game,3DS
MLB SlugFest 2006,XB
Rockin' Pretty,DS
Jake Power: Policeman,DS
Samurai Warriors 4-II,PSV
Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,DS
UEFA Euro 2004: Portugal,XB
Lufia: The Ruins of Lore,GBA
Major Minor's Majestic March,Wii
Shaman King: Soul Fight,GC
Samurai Deeper Kyo,PS
Samantha Swift and the Hidden Roses of Athena,DS
Dark Souls III,PC
Medabots: Infinity,GC
Tom Clancy's HAWX 2,PC
Zapper: One Wicked Cricket!,XB
Jirou Akagawa: Majotachi no Nemuri,SNES
Arcana Heart 3,X360
Bust-A-Bloc,PS2
Sitting Ducks,PS2
Puyo Puyo 7,Wii
Animal Planet: Vet Collection,DS
Imagine Animal Doctor Care Center,DS
Rugby 15,X360
NFL Blitz Pro,XB
Major League Baseball 2K11,PSP
Uta no Prince-Sama: Music 3,PSV
Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii
Mountain Bike Adrenaline,PS2
New Prince of Tennis: Go to the Top,3DS
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS
Nobunaga's Ambition: Sphere of Influence,PSV
Hi-Octane: The Track Fights Back!,PS
Venetica,PC
Black Sigil: Blade of the Exiled,DS
Tour de France 2011,X360
Wakeboarding Unleashed Featuring Shaun Murray,XB
TrackMania Turbo: Build to Race,DS
ZombiU,PS4
Domino Rally,Wii
Doraemon 2: Nobita no Toizurando Daibouken,SNES
Samurai Champloo: Sidetracked,PS2
Drill Dozer,GBA
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS
Utawarerumono: Futari no Hakuoro,PSV
Chaos;Child,PSV
Fatal Fury: Wild Ambition,PS
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS
Dengeki Gakuen RPG: Cross of Venus,DS
Judge Dredd,PS
FIFA 17,PC
Minna no Ennichi,3DS
Winning Post 8,PS3
King Arthur,XB
DoDonPachi Resurrection,X360
Bass Rise,PS
UEFA Champions League 2006-2007,X360
Dynamite Headdy,GEN
Hunted: The Demon's Forge,PC
Choujikuu Yousai Macross: Do You Remember Love,PS3
Arcania: Gothic 4,PS4
Persona 2: Eternal Punishment,PSP
Dragon's Lair 3D: Return to the Lair,XB
Growlanser: Heritage of War (jp sales),PS2
The Bureau: XCOM Declassified,PC
Myst IV: Revelation,XB
Culdcept Revolt,3DS
Sushi Go-Round,Wii
Pachinko Wars II,SNES
Myth Makers: Orbs of Doom,Wii
Toy Soldiers: War Chest,XOne
The Nightmare of Druaga: Fushigino Dungeon,PS2
Omega Labyrinth,PSV
Air Conflicts: Aces of World War II,PSP
Cities in Motion,PC
Aliens in the Attic,DS
Virtua Striker 2002,GC
Kamen Rider: Dragon Knight,DS
Code Lyoko,DS
Taito Legends Power Up,PSP
Fate/Unlimited Codes Portable,PSP
Metal Slug Anthology,PSP
Tenchu: Dark Secret,DS
Game no Kanzume Vol 2,SCD
Disney's PK: Out of the Shadows,GC
Zoo Quest: Puzzle Fun!,DS
JoJo no Kimy? na B?ken Fantomu Buraddo,PS2
The Idolmaster 2,X360
PQ2: Practical Intelligence Quotient,PSP
Mr Bean's Wacky World of Wii,Wii
Powerdrome,PS2
Dreamer Series: Puppy Trainer,DS
Pro Yakyuu Spirits 5 Kanzenban,PS2
Tsumiki: Block Drop Mania,DS
Shin Sangoku Musou 5 Special,PSP
Pony Friends: Mini Breeds Edition,DS
Otogi 2: Immortal Warriors,XB
Legend of Kay,PS2
Piglet's Big Game,GC
Dead or Alive Xtreme 3: Fortune,PS4
Ivy the Kiwi?,DS
Fallout: Brotherhood of Steel,XB
Strawberry Shortcake: Strawberryland Games,DS
Koi to Senkyo to Chocolate Portable,PSP
IndyCar Series,XB
Hysteria Hospital: Emergency Ward,Wii
Dokapon Journey,DS
Ultra Bust-A-Move,XB
Rally Fusion: Race of Champions,XB
Piglet's Big Game,GBA
Lucha Libre AAA: Heroes del Ring,X360
Pony Friends,DS
Natural Doctrine,PS3
Pinball Hall of Fame: The Gottlieb Collection,GC
Ferrari F355 Challenge,PS2
MorphX,X360
Stranger of Sword City,PSV
Air Traffic Chaos,DS
Battleship / Connect Four / Sorry! / Trouble,DS
Prism: Light the Way,DS
Tiny Toon Adventures: Toonenstein - Dare to Scare,PS
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS
Shifters,PS2
RPG Tsukuru DS,DS
WRC 5: FIA World Rally Championship,PS4
Earth Defense Force 4.1: The Shadow of New Despair,PS4
The BIGS 2,DS
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS
TNA iMPACT: Cross the Line,PSP
SpongeBob: HeroPants,PSV
Lagoon,SNES
Nanostray 2,DS
Project Setsuna,PSV
Microsoft Flight Simulator X Acceleration Expansion Pack,PC
Trick x Logic: Season 1,PSP
Mortal Kombat X,PC
Mawashite Tsunageru Touch Panic,DS
Luminous Arc Infinity,PSV
Monster! Bass Fishing,GBA
Sigma Star Saga,GBA
Winning Post 7 2010,PSP
Assetto Corsa,PS4
Batman: Gotham City Racer,PS
Sengoku Basara X,PS2
Plants vs. Zombies,PC
Top Spin 2,DS
Doraemon: Nobita no Kyouryuu 2006 DS,DS
Ontamarama,DS
Hakuoki: Stories of the Shinsengumi,PS3
DokiDoki Majo Shinpan!,DS
Star Wars: Republic Commando,PC
Starry ? Sky: In Spring,PSP
FIFA Soccer 2004,GBA
Armored Core: Formula Front Extreme Battle,PSP
Downforce,PS2
Bejeweled Twist,PC
Street Fighter V,PC
Little Busters! Converted Edition,PS2
Enemy Front,X360
Dream Salon,Wii
Disney's Party,GC
Tennis no Oji-Sama: 2005 Crystal Drive,DS
Sherlock Holmes: Crimes & Punishments,PC
Jenga World Tour,Wii
Summon Night X: Tears Crown,DS
Secret Files: Tunguska,DS
Taiho Shichauzo!,PS
Battle vs. Chess,PS3
Phantom Crash,XB
Men of War: Assault Squad,PC
Fishdom,DS
Yanya Caballista: City Skater,PS2
Expendable,PS
Imagine: Artist,DS
Pet Pals: New Leash on Life,DS
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,DS
The Idolmaster: Gravure For You! Vol. 2,PS3
Arthur! Ready to Race,PS
Thunder Force V: Perfect System,PS
The Typing of the Dead,DC
The Idolm@ster: Dearly Stars,DS
Kids Learn Music A+ Edition,DS
Child of Light,PS4
Over the Hedge: Hammy Goes Nuts!,PSP
Kart Racer,Wii
Bakemonogatari Portable,PSP
Sam & Max: Beyond Time and Space,Wii
To Heart 2: Dungeon Travelers,PSV
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS
Shrek Super Party,GC
Monster 4x4: Masters of Metal,GC
Bakusou Kyoudai Let's & Go!! Eternal Wings,PS
Caligula,PSV
Steins;Gate 0,PSV
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS
NHL Blades of Steel '99,N64
Lips: Deutsche Partyknaller,X360
Apassionata: Die Galanacht der Pferde,DS
Dungeon Raiders,DS
Second Sight,GC
Philosoma,PS
Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT
Puyo Pop,GBA
Marriage Royale: Prism Story,PSP
Super Heroine Chronicle,PSV
Kamiwaza,PS2
Rave Master,GC
The Technomancer,PS4
Ben 10 Galactic Racing,PSV
Kinnikuman Muscle Grand Prix Max,PS2
Hotel for Dogs,Wii
Suzuki Super-Bikes II: Riding Challenge,DS
Mirror's Edge Catalyst,PC
Jim Henson's Muppets in Spy Muppets: License to Croak,GBA
Medal of Honor: European Assault (weekly JP sales),PS2
LEGO The Hobbit,PC
Alias,XB
Super Robot Taisen Neo,Wii
PAC-MAN and the Ghostly Adventures,WiiU
ESPN International Winter Sports 2002,GC
Winter Sports 2011,PS3
OutRun 2006: Coast 2 Coast,PS2
